,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
860,商业分析,Udacity,100-499人,上海  ,本科,1-3年,课程顾问,职位描述：Udacity（优达学城） 是来自硅谷的开放式教育平台，通过便捷、优质、高性价比的在线学习服务，帮助学员掌握前沿技术和知识，成长为和硅谷同步的技术精英，成为被谷歌、亚马逊、腾讯、百度、滴滴出行等全球顶尖企业认可的抢手人才。我们是全球最具潜力的在线教育公司之一，学员遍布全球 168 个国家，获得来自 Google Ventures、Bertelsmann 等著名机构的投资，估值超过 10 亿美元。我们拥有人工智能，无人驾驶汽车，区块链等明星工程师课程。工作职责：根据公司的销售目标，通过微信/微信群、在线聊天窗口和电话，将有意向的客户转化为付费学员通过挖掘潜在客户的真实需求，为其提供专业的课程介绍和推荐设计微信群体验活动，并通过活动运营挖掘有价值的客户持续记录、分析销售转化情况，发现提高课程销售业绩的机会与市场、产品、数据等业务团队协作，通过试验探索新的销售模式 任职要求：一年以上直接销售经验，有培训、教育行业销售经验优先热爱销售，能够适应灵活的工作时间，渴望挑战高薪出色的沟通能力，有很强的说服力亲和力强，客户服务意识强，优秀的团队协作者逻辑性好，思维灵活，具备快速学习能力，能够与团队一同发现创新机会 福利待遇：高于行业标准的底薪 + 提成 + 团队奖励完整合规的社保、公积金外，享受额外商业医疗保险、团队出行、弹性工作制、15天带薪年假、工作日午餐等福利外企正式编制，有效提高英语水平硅谷初创团队，与行业精英零距离合作，一起奋斗,10k-20k,D轮及以上
862,商业分析,上海卡斗网络,20-99人,上海 浦东新区 周浦,本科,1年以内,产品经理,负责品牌管理工作和市场情况调研；负责掌握市场变化趋势，理顺市场需求，结合公司组织结构，根据市场变化趋势制订和审核相应市场策略及产品定位。负责编写《市场需求报告》、《商业计划书》参与制定产品战略和产品平台规划；参与制订产品线路规划；组织实施产品的路标规划，并提出改进方案；确定目标市场；新项目立项申请。落实可行性报告的编制及市场分析、技术分析等工作；完成产品业务预测。,6k-9k,未融资
864,商业分析,映禹影视,10000人以上,上海 嘉定区 ,学历不限,经验不限,产品经理,会网站建设的、熟悉网络营销推广、优化的、优先考虑合作关系、一起运营管理,8k-10k,10000人以上
865,商业分析,Webpower,100-499人,上海 静安区 共和新路,本科,1-3年,营销顾问,"职责描述：- 能按照公司的销售目标和要求开拓目标客户并建立密切的合作关系- 具有丰富的SCRM相关经验，可以给予客户量身定制企业相关的scrm实施方案- 能独立与客户谈判，具有敏锐的需求挖掘仪式，和项目管理技巧- 负责重要客户的接洽联络、关系维护任职要求：- 了解Social CRM相关的趋势，技巧和工具，并能熟练灵活运用- 高情商，具有高效的沟通技巧；- 接受新事物的能力和卓越的学习能力，能随互联网科技的发展实时地汲取知识并活学活用- 擅长沟通，习惯倾听，对于客户需求可以非常好的把握和总结- 良好的书写能力和细腻的分析能力- 优秀的演讲能力，自信，懂得如何展示自己优点- 抗压调节能力和良好的个人情感控制能力- 阳光，能够有效保持运动，并可以管理自身身材- 开荒精神的具备，擅长团队合作其他要求：- 本科以及本科以上，有留学背景 优先择取- 流利的英语会话能力，能说能写，参加英语商务谈判- 有零售行业经验优先丰厚的福利待遇：法定节假日：所有员工享有国家统一节假日标准带薪年假：无论你是否白纸，首年即可享有带薪年假年度旅行：让员工有更多的时间和机会去了解、发现这个世界保险五险一金：所有员工享有国家标准五险一金补充商业保险：保证员工的意外伤害以及医保基础上的额外医疗报销子女保险：关爱你的同时我们也在关爱你的子女生活每月PowerDay：员工生日会、体能拓展、义拍义卖等各类活动部门团建：发掘工作之余Team member的另一面年度体检：你的健康，家人在意，我们也在意进一步了解webpower：http://www.webpowerchina.com/您将有机会与 “I.T. , UA, iKea, 人头马，Nike，星巴克”等国际知名企业共同合作成长！",8k-10k,不需要融资
866,商业分析,原色咨询,20-99人,上海 闵行区 ,硕士,应届生,Analyst,专注国内物流及食品行业的全价值链分析。物流行业包括：快递，快运，专线，整车，园区，仓储，海运，空运，公铁联运。涉及普货，冷链，危化品，特种物资等细分行业；食品行业包括：休闲食品，生鲜果蔬，农林牧渔制品，食品饮料的全品类全价值链分析；跟踪分析以上行业趋势及形成专业洞察，出版公司行业分析报告。对行业及客户的商业模式，运营模式，渠道模式，成本结构，收益管理，供应链优化，路由优化，库存优化进行深度的业务分析，数据分析，提出改善方案；使用Python获取并进行数据处理，建模进行分析，洞察业务痛点。快速编制高水平PPT。强制要求：* 985或相当本科，商科相关硕士* 与物流行业或食品行业有交集（专业或者经历）加分因素：* MBA* 统计，大数据，计算机，供应链相关专业* 国际咨询公司咨询经历（实习或者工作）,9k-18k,不需要融资
867,商业分析,明良海外,100-499人,上海 静安区 北京西路,本科,3-5年,JAVA,工作职责:-负责程序化广告平台系统的架构设计和研发工作，打造一流商业变现平台-参与大型分布式广告检索引擎的架构设计和优化，提升服务可用性及可扩展性职责要求-计算机或相关专业本科以上学历-2年以上服务端系统设计开发经验，或有大型web系统研发经验-数据结构和算法基础扎实，了解常用设计模式-熟悉J2EE相关编程，熟练掌握Spring、Mybatis、mysql、消息队列等组件和框架-具有较强的业务需求分析能力-有互联网广告系统研发经验者优先-有账号、计费、财务系统研发经验者优先,20k-30k,不需要融资
868,商业分析,我图网,500-999人,上海 浦东新区 张江,本科,1-3年,用户研究员,#负责行业动态追踪、收集并分析相关行业的趋势、创新竞品和业务模式，研究行业数据、分析行业发展，撰写行业报告；#在小组长的带领下，围绕新产品展开市场分析、用户需求研究、可行性研究等，挖掘业务问题和痛点，给出行动建议，推动业务成长，协助业务孵化；#针对平台课题，进行研究设计、调研执行、数据收集和整理、报告撰写等工作；#协助各个项目组进行用户研究、产品研究或课题研究，并输出具备可行性的方案或洞察；#对于行业竞品和相关研究领域进行长期跟踪，持续输出相关的研究结论及动向报告；岗位要求：#本科及以上学历，心理学、社会学、统计学、经济学、应用数学、互联网相关专业优先；#能独立进行开展研究分析工作，并通过整理形成可参考的报告，给出方案；#拥有市调或咨询公司、互联网商业分析或用研岗位，2-3年从业经验者优先；#具有一定的研究能力，优秀的专业素养及敬业精神；#有创新意识，能够提出改进性的产品创意和计划；#较强的数据分析能力，沟通能力，跨部门合作能力；#具备SPSS/R/SQL等软件实操能力者优先；#具有良好写作和表达能力，有较好英语阅读和书写水平的优先；,9k-18k,不需要融资
869,商业分析,我图网,500-999人,上海 浦东新区 张江,大专,3-5年,产品经理（学习平台）,"岗位职责：研究互联网学习平台市场需求及发展趋势，调研并进行研究分析，设计并优化产品商业模式；负责现有平台的设计及优化，定义产品的业务需求、特性和功能，并持续跟进产品的运行情况，处理产品相关问题并提供解决方案；组织产品研发与商业运营模式的内外部调研分析，监控产品运行效果，收集用户反馈，进行用户数据分析，并根对产品进行持续改进。任职资格：3年以上互联网的产品工作经验，有互联网平台相关产品或C端营销产品经验优先。公司福利：基本月薪+绩效奖金+公司年终奖+项目组年终分红+虚拟期权+生日节日福利+年底12天带薪年假；公司近10000多册藏书欢迎翻阅，近千元阅读奖金+kindle等你来拿；弹性上下班、不打卡、欢迎来张江找我们玩 (,,• ₃ •,,)",15k-25k,不需要融资
870,商业分析,爱客CRM,100-499人,上海 浦东新区 张江,本科,1-3年,产品经理/高级产品经理,岗位职责：负责搜集和分析产品的市场热点信息，对同类型产品进行研究分析;定义所负责公司产品的核心卖点，做出中、长期规划，融合需求进行快速迭代；负责围绕用户使用场景进行产品设计、配合UED设计师，把控最终用户体验细节;负责跟进产品全生命周期、对项目进度进行有效跟踪把控;负责对产品的运营数据进行分析，建立和直接用户的沟通反馈通道。任职要求：全日制本科或以上学历，专业不限。计算机、市场营销、经济管理等专业优先；有2年以上产品经理岗位经验；有企业服务相关经验的优先；洞察市场发展趋势，具有宽广的视野、敏锐的市场意识和较强的信息捕捉能力；良好的协调能力、分析、计划等管理能力；具有良好的团队合作意识，较强的自主学习能力，表现力强；熟练使用思维脑图、Axure RP、Visio等原型设计工具。特别加分：有企业销售类产品实施与管理经验+ 10有企业内部系统实施经验+ 10有创业经历 + 20视产品为己出，产品的第一骨灰级玩家 + 30有包装、定价、市场推广及销售政策制定能力 + 50,10k-20k,A轮
871,商业分析,极十品牌咨询,0-20人,上海 黄浦区 南京东路,本科,3-5年,企业管理咨询顾问,极十=战略咨询+产品规划+品牌传播三位一体的品牌咨询顾问公司；我们长期服务于K11商场、竹叶青茶叶、西塘东区、合纵文化、诺亚方舟、百胜集团等大型集团，也帮助企业孵化全新品牌。运用极十方法为企业提供品牌战略定位、产品线规划、营销推广、FA投融资等从战略到落地全案服务；【岗位职责】主导项目中的内外部研究工作，包括第三方市场调研、桌面研究、内外部访谈等，协调资源并控制进度和品质。 - 负责品牌战略发展工作，包括品牌机会分析、品牌内涵发展、品牌组合规划等。 - 负责品牌战略的表达和实施工作，如语词（命名、标识语）的发展。 - 支持新客户开发中需要的研究和分析工作，帮助赢得新的项目合作。 - 支持公司内部品牌部工作，定期出席公司研习会活动为广大客户进行案例演讲分享，维持专业素养的同时赢得客户的尊重。 【技能要求】 - 对周遭发生的行业和商业行为有清晰的视角和独到的见地。 - 优秀的决策力和解决复杂问题的能力，能够在纷乱的现象面前辨别问题的本质。 - 出色的资料搜集、研读和分析能力，能够在短时间内熟悉客户所处的行业趋势和竞争态势。 - 理解客户需求的能力，并能结合我们的专业服务提出解决问题的路径和方法。 - 对战略、营销、传播和品牌管理有深刻的理解，能够应对客户实际面临的挑战提出全局性的定义问题和解决问题的建设性意见。 - 出色的写作技巧，并具有很强的文字归纳和文字创意能力。 - 出色的客户驾驭能力和提案技巧，能够很好地表达自身的专业观点，并得到客户有效的反馈。 - 优秀的内外部沟通技巧，在坚持专业原则的同时，让项目成果更贴近客户的实际商业需求和具备可操作性。 - 熟悉国内外成功品牌的最佳实践和经验，并能发展成可参考的案例运用到提案文件的准备中。 －优秀的团队建设和管理能力，提升团队的专业素养和协同高效。 - 精通PPT制作和使用技巧，能够根据每个项目的情况定制提案内容。,10k-18k,不需要融资
872,商业分析,企顺,100-499人,上海 浦东新区 张江,本科,3-5年,云计算技术支持工程师,SAP SuccessFactors是全球第一的企业级商业执行及人力管理SaaS解决方案供应商。SAP SuccessFactors云支持中心是客户和我们之间的联络人，负责处理和解决客户问题，并确保和加强客户满意度。本职位是技术支持工程师，主要负责SaaS产品的L2 Customer Support。 任务和责任：-关注客户问题分析和诊断-识别客户问题的根本原因，并在需要修复代码时向工程师派发客户问题-与跨职能工程支持团队（工程师，文档专家，客户支持和运维部门）协同工作，以降低客户问题的解决时间，提高团队效率， 优化和更新知识库以及客户文档- 培训L1 support，提高客户反馈响应度- 从长远来看，提高工程师效率，提高客户满意度和产品可用性 期望和工作经验：- 本科以上学位主修计算机科学或相关学科- 有2年以上客户支持经验- 有基本的JAVA和数据库SQL经验- 热爱解决问题- 较强的学习能力和沟通技巧以及分析和归纳能力- 良好的中英文沟通技能,15k-20k,未融资
873,商业分析,群硕软件,500-999人,上海  ,本科,应届生,PHP软件开发工程师（2019届）,"PHP软件开发工程师工作地点：上海-	想进群硕，相信你一定对软件开发抱着至死不渝的浓烈感情！-	人在江湖飘，一技傍身很重要。计算机相关专业，本科及以上学历，熟悉PHP语言，了解Zend Framework、Symfony、Yii、Larave至少一种框架；-	熟悉Windows, Linux等其中一种主流操作系统，熟悉常用数据结构和算法、计算机网络和数据库；-	熟悉LAMP/LNMP开发环境的搭建；-	良好的分析和解决问题的能力，较强的学习能力，良好的沟通交流能力，能快速融入团队开发；-	诚实、正直、上进、负责，能够快速适应群硕的企业文化；-	基本的英语听说读写能力；-	有一定实际商业项目经验和软件工程意识者，笔芯，加分加分。更多公司招聘信息，请关注微信公众平台“群硕招聘”",8k-10k,未融资
874,商业分析,中亿集团,500-999人,上海 浦东新区 世纪公园,本科,1-3年,企业管理咨询,文案，编写项目可行性研究报告，商业计划书,5k-6k,不需要融资
875,商业分析,阿里巴巴集团,10000人以上,上海 长宁区 古北,本科,3-5年,资深C++开发工程师,职位描述：-- 负责AdExchange/广告引擎/广告数据管理平台等系统的设计与实施；-- 分析现有系统不足，找到目前系统的瓶颈，改进、提高系统性能；-- 海量商业数据的快速分析与信息挖掘，形成闭环的数据实时反馈；-- 研究海量数据的存储、传输，优化系统架构，不断提升系统时效性、灵活性、性能；-- 能够在工作中促进团队工作效率、系统效率的提升； 职位要求描述：-- 熟悉计算机相关背景知识，精通数据结构/算法设计，熟悉操作系统，网络编程；有系统分析和设计的经验；-- 精通linux平台下的C/C++编程，熟练使用shell脚本语言，了解python等至少一门脚本语言；有良好的编程习惯；-- 了解信息检索，搜索引擎相关技术，有大型高性能分布式系统开发经验；-- 丰富的海量数据处理系统经验，参与或是负责过大规模并发系统的架构工作者优先；-- 具有良好的沟通能力和团队合作能力；-- 主动性强，有强烈的求知欲和创新能力，有良好抗压能力，对成功有强烈渴望；-- 有互联网广告相关背景者优先；,20k-40k,已上市
876,商业分析,数禾科技,100-499人,上海 浦东新区 张江,本科,3-5年,分期商城产品经理,职位描述：能够独立负责分期商城相关产品功能的规划、实施，掌握电商类业务模式，并有较强的落地能力。协调技术、运营、外部合作方等各个环节紧密合作，达成产品目标。关注分期商城运营数据、用户体验，持续优化产品，提供改进方案并追踪落地。职位要求：全日制统招大学本科及以上学历，三年以上电商行业产品经理工作经验（分期商城产品工作经历者优先，有头部平台工作经历者优先）。视野开阔、思维敏捷，有较强的研究分析能力、逻辑思维能力、快速学习能力，对商业本质有深入的理解。具备较强的创新意识、产品规划经验和产品实施能力。具备优秀的沟通表达能力、资源协调能力和项目管理能力，能够有效整合各类资源，快速推进项目实施。认可公司的核心价值观，强烈的成就导向，具备较强的抗压能力。,20k-40k,A轮
877,商业分析,医米市场营销策划,0-20人,上海 杨浦区 五角场,本科,经验不限,市场调研,即悟洞察，一家新创的医疗健康领域的市场研究公司正在招聘市场研究员。我们目前基于在线调研，结合客观数据和主观数据，给客户提供市场分析、digital marketing效果评估、上市咨询等服务，服务知名药企和互联网平台客户。未来我们希望继续深耕医疗大数据，在目标疾病领域市场洞察、智能诊断方面进行更深入的商业创新。工作地点：五角场（此岗位接受应届毕业生申请）希望您具有：1）临床医学或者药学专业背景；2）较强的逻辑思维能力；3）具有一定的数据分析能力，会用excel或spss进行数据分析;4）是一个注重细节和有趣的人。您能获得的：1）加入一家正在成长并且有良好盈利前景的医疗数据公司；2）和行业一起成长；3）学习发展的空间；4）具有竞争力的薪酬；5）五险一金、饭贴和交通补贴你的工作内容包括：1）在指导下完成客户市场研究项目的执行2）日常研究报告发布此工作的缺点：公司目前还处于创业阶段，品牌不及成熟的大型知名企业此工作的优点：团队小，便于沟通，医疗数据行业前景好有意向的同学可将简历发送到*****,8k-12k,0-20人
878,商业分析,欧尚中国,10000人以上,上海 杨浦区 江浦路,本科,1-3年,ERP系统开发工程师,"职位名称：ERP开发工程师ERP Development Engineer职位描述：确保开发交付质量和效率;企业ERP系统的开发、技术支持及维护；日常系统问题检修。                 Ensure the quality and efficiency of development delivery; ERP system development,technical support and maintenance; Routine system maintenance.               工作描述:       ·      根据需求进行企业内部系统的开发、维护;能够分析用户需求并向上级提出设计建议确保数据准确.             Develop and maintain internal systems according to requirements; Ability to analyze user needs and make design recommendations to superiorEnsure accurate data.·     充分利用现有资源;能够自学新技术;了解商业系统的数据流;基本的问题解决能力.Making full use of existing resources; Ability to teach yourself new skills; Understand the data flow of business systems; Basic problem solving skills.职位要求:Common Skills :·       懂数据库开发;具备ERP系统开发的基本常识;具备C语言程序、PLSQL和Unix(Linux) 的相关知识，Oracle 数据库和JAVA以及H5的基础知识,.       Knowledge of database development; Basic knowledge of ERP system development; Knowledge of C language programs, PLSQL, Unix(Linux), Oracle database, JAVA, and H5.·      有相关经验者优先考虑;具备良好的文字、语言沟通能力        Relevant experience is preferred; Good verbal and written communication skills职业发展:·      商业及物流系统专家        Expert in business and logistics systems·      核心系统的负责人        Head of core systems·      在和阿里巴巴的深度合作过程中，成长为新零售变革中的强有力一员         In the course of in-depth cooperation with alibaba, I have grown into a strong member of the new retail revolution.",6k-8k,不需要融资
879,商业分析,七炅信息,20-99人,上海 浦东新区 八佰伴,硕士,1-3年,算法工程师,岗位职责 ·       分析和挖掘机器学习算法在金融行业的实际应用，包括使用结构性和非结构性数据。·       针对客户提供的海量数据和不同的商业应用目标，钻研前沿技术，并对算法进行评估、筛选开发和实现。·       指导业务团队和IT开发团队对相应算法进行商业和软件应用。任职要求·       985/211院校毕业，统计，数学或者计算机专业学位。研究生以上学历，工作经验不少于两年；博士学历，工作经验不少于1年。·       数理功底扎实，熟悉各种机器学习算法，并能灵活使用，帮助各类业务场景提升效率。精通各类机器学习算法，能够快速阅读英文前沿科技资料。强好奇心，善于自主学习和解决问题，对技术热忱并愿意不断通过研究学习提升自己。·       熟悉基于python的数据挖掘工具，包括numpy，scipy，sklearn等，并有良好的编程习惯和代码风格。·       有商业应用常识，熟悉常见的项目管理方式，沟通能力强，善于团队协作,18k-36k,A轮
880,商业分析,上海起承,20-99人,上海 黄浦区 南京东路,本科,5-10年,资深策划,岗位职责    协助政府/国际五百强企业策划合作项目；    配合商务团队进行提案；    从战略角度思考和分析客户需求，不断挖掘客户潜在合作需求；    深入了解传统文化如何为商业赋能。任职资格    至少三年以上工作经验；    有4A广告公司策划，品牌营销或相关互联网媒体策划经验者；    精通PPT并具备出色的提案写作、整合、包装能力；    有较强的文字功底及较高的审美标准；    工作认真负责，团队合作意识强，有独立完成策划项目的能力；    沟通及表达能力强，思维清晰活跃，有想法；    面试时需提供个人策划PPT作品；    热爱传统文化，热爱公益者佳。,20k-25k,天使轮
882,商业分析,爱客CRM,100-499人,上海 浦东新区 张江,本科,1-3年,数据运营,岗位职责：梳理并搭建的用户及产品数据运营系统；通过对数据的分析和拆解，提炼目标的关键点或者关键流程，并提出对应的解决方案，落地执行，最终验证是否提升了运营数据，通过分析数据进行各产品的商业化运转，策划相关的促进活动和策略方案并最终完成公司的各产品的运营指标；在产品的运营全周期中，协调产品、开发、客服、市场、商务间的跨部门无缝高效合作；处理各产品产品的相关反馈，并且整理提取出产品优化方案。任职要求：本科及以上学历、专业不限，理工科优先；有2年以上产品运营或数据运营岗位经验，有企业服务领域或To B运营经验者优先；具有洞察市场发展趋势，具有宽广的视野、敏锐的市场意识和较强的信息捕捉能力；较强的数据与逻辑分析能力、同时可将分析结果体现在运营方案及产品优化上，会sql者优先；具有良好的团队合作意识，较强的自主学习能力，表现力强；性格开朗，沟通能力强，有较好的抗压能力；有强大的执行力与推动力，使命必达。,10k-15k,A轮
883,商业分析,浙江新再灵,100-499人,上海 杨浦区 复旦大学,硕士,经验不限,资深数据挖掘/大数据算法工程师,针对公司采集的海量业务数据，建立模型进行挖掘分析，实现异常预测/检测，用户画像，广告推荐等的算法。对主流的数据挖掘/大数据分析所用的工具及算法，对业务数据有较高的敏感度，具备丰富的建模经验，帮助公司实现数据的商业变现。,20k-40k,D轮及以上
884,商业分析,百度,10000人以上,上海  ,本科,3-5年,C++研发/高级研发工程师,工作职责    -负责商品推广变现产品的工程架构设计、研发，打造一流商业变现平台     -参与大型分布式广告检索引擎的架构设计和优化，支撑数十亿请求压力的高可靠系统的研发，支持秒级别实时索引系统的研发     -构建用户行为数据中心，挖掘上亿网民的行为数据     -对现有系统的不足进行分析，找到系统和产品的瓶颈，打造具有商品检索特色的检索系统任职资格    -计算机或相关专业硕士以上学历     -熟悉C/C++语言编程，有高并发开发经验，通过技术驱动变现价值     -熟悉网络编程、多线程编程技术，有大规模系统开发和设计经验     -优秀的分析和解决问题的能力，对挑战性问题充满激情     -良好的团队合作精神，较强的沟通能力,15k-30k,已上市
885,商业分析,七炅信息科技,0-20人,上海 浦东新区 八佰伴,硕士,1-3年,数据挖掘工程师,岗位职责 •	分析和挖掘机器学习算法在金融行业的实际应用，包括使用结构性和非结构性数据。•	针对客户提供的海量数据和不同的商业应用目标，钻研前沿技术，并对算法进行评估、筛选开发和实现。•	指导业务团队和IT开发团队对相应算法进行商业和软件应用。任职要求•	985/211院校毕业，统计，数学或者计算机专业学位。研究生以上学历，工作经验不少于两年；博士学历，工作经验不少于1年。•	数理功底扎实，熟悉各种机器学习算法，并能灵活使用，帮助各类业务场景提升效率。精通各类机器学习算法，能够快速阅读英文前沿科技资料。强好奇心，善于自主学习和解决问题，对技术热忱并愿意不断通过研究学习提升自己。•	熟悉基于python的数据挖掘工具，包括numpy，scipy，sklearn等，并有良好的编程习惯和代码风格。•	有商业应用常识，熟悉常见的项目管理方式，沟通能力强，善于团队协作,18k-36k,天使轮
886,商业分析,上海辰智咨询,20-99人,上海 杨浦区 五角场,本科,1-3年,咨询项目研究经理,主要工作按照公司内部业务需求设计数据分析项目，比如完善需求，找到问题，提出假设和预设结果。使用内外部工具进行数据分析多样化的社会和商业数据。通过定性和定量分析为商业战略、营销和品牌策略，数字内容营销以及新产品开发提供支持。综合数据分析，为相关部门提供有影响力，有行动力的报告。能够在正式会议和非正式场合流畅地向高层和其他同事传达项目的关键发现和洞察。维护历史知识，避免重复工作，从历史项目中汲取经验。 次要工作维护历史需求和项目目录，管理案例和成果数据库。主动并及时提出工作中存在的问题，并按需寻找新机会。负责建立和拓展内部团队以及外部商业伙伴关系。岗位要求必要条件3年以上数据分析/研究咨询工作经验，擅长社会化媒体分析或自然语言处理者优先考虑。在企业环境中“以数字说话，用故事交流”，中英文表达清晰和富有说服力。接触过各种数据分析及统计工具（比如SPSS，SAS等），至少熟练掌握一种工具。有一定的数据提取和建模经验。 熟悉餐饮行业，热爱美食文化有较强的商业意识，能够把商业目标转换成分析假设的优先考虑。,10k-12k,20-99人
887,商业分析,上海栈途商贸有限公司,20-99人,上海 杨浦区 复旦大学,本科,3-5年,架构师,职位描述： 职责描述：持续了解区块链前沿技术，行业动向，及时将现金的理念与方法引入到项目中来；根据平台业务，为商业数据交换提供合适的智能合约及区块链方案，并参与设计利益激励机制来驱动BaaS平台成型；负责搭建基于区块链的底层架构和应用平台，选择并实现加密技术、共识算法，并承担部分集成开发工作；承担区块链系统核心功能代码设计与开发；能快速定位分析解决遇到的关键技术难题；参与区块链底层技术的研发，承担部分核心代码编写；根据业务需要和技术方案特征，搭建区块链团队；负责撰写JD、参与面试、招聘工作；与PO一起带领团队研究、开发并实现区块链协议、加密技术、共识算法和底层实现，并负责完成核心代码，对系统安全性、稳定性负责；定期为区块链技术团队提供内部培训，负责团队的能力提高；负责区块链技术团队的整体搭建，完善团队的日常管理和项目进度跟踪；指导项目团队成员的区块链相关应用；参与撰写区块链平台的白皮书、技术文档、需求说明书、使用条款和用户手册；针对自己研发的区块链平台编写单元测试代码，执行单元测试，查出缺陷、保证质量；向集成测试团队提供区块链平台的测试方法；对外负责区块链的技术推广，可承担起区块链产品的客户宣讲、需求和产品功能mapping等工作，指导并协助合作伙伴了解、接入；参与合作伙伴的需求探讨，整理、汇总、归纳合作伙伴对区块链平台的需求。任职要求：5年以上软件开发经验，1年以上技术团队管理经验，2年以上区块链相关项目开发经验；精通C/C++、Java、Golang、Python、node.js中至少一种语言，精通多种者优先；熟悉Linux系统、HTTP/TCP/UDP/IP 等网络协议，对操作系统，编译原理，网络原理，加密算法等底层技术有相当的兴趣及研究；熟悉Go、Docker、J2EE等任何一种主流的服务器技术，了解集群技术，系统性能调优；熟悉各种数据结构和算法，对密码学，安全协议和加密算法有研究，深入了解比特币/以太坊等区块链的原理、机制和相关加密算法；掌握Bitcoin、Ethereum、EOS、IBM HyperLedger Fabric、Microsoft Azure至少一种的区块链相关机制与原理； 熟悉前沿技术如闪电网络，智能合约，侧链等；亲自搭建过任何一个开源的区块链项目，能够独立搭建区块链系统；参与过各区块,30k-60k,20-99人
888,商业分析,腾讯,10000人以上,上海 徐汇区 漕宝路,硕士,1-3年,安卓开发,岗位职责:负责QQ看点android客户端商业化框架设计研发；遵循软件开发流程，独立进行应用及人机界面软件模块的设计和实现；用户体验和性能优化和实施。岗位要求:本科以上学历，2年以上相关工作经验； 精通Android 基本应用开发，熟悉framework层架构，掌握常用的性能调优手段； 精通Android工作机制和内核，对底层原理有较好的理解；熟练掌握UDP/TCP/IP、http等网络协议； 具备较强独立分析、解决问题的能力，有系统进度的把控、驱动能力；工作细致、严谨负责，乐于学习新技术。,15k-25k,已上市
889,商业分析,上海翔致,100-499人,上海 徐汇区 漕宝路,学历不限,经验不限,大客户维护,岗位职责：在商业连锁渠道内，直接负责对于相关客户的关于照明及相关解决方案的销售，技术支持与服务等工作。根据公司计划，维护老客户，开发新客户，开拓新市场，按期完成部门客户拓展和销售任务；贴近客户，直面客户，最快最好地响应及服务客户的需求，确保在老客户中的市场份额增长或不变以及争取新客户熟悉产品与市场，负责与客户进行项目前期的技术交流，充分挖掘客户需求，提供相应的产品解决方案组织或引导公司的内外部资源全力服务客户的需求提升客户满意度。侦查市场机会，诊断与分析我方在业务中的危机与问题，向公司反馈或者提出问题定期对销售工作进行分析，并按照分析结果制定新的销售计划或提出有针对性的业务发展方案；建立顺畅的客户沟通渠道，落实客户货款的回收，创建长期、良好、稳固的客户关系。职位要求：1. 大专以上学历，擅长Office软件；2. 有3年以上工作经验，零售行业工作经验者优先；3. 为人独立，正直，勤奋，抗压能力强；注意细节，有一定组织能力；,5k-8k,100-499人
890,商业分析,北京百度网讯有限公司,10000人以上,上海 浦东新区 张江,本科,3-5年,C++研发/高级研发工程师,【工作职责】-负责商品推广变现产品的工程架构设计、研发，打造一流商业变现平台-参与大型分布式广告检索引擎的架构设计和优化，支撑数十亿请求压力的高可靠系统的研发，支持秒级别实时索引系统的研发-构建用户行为数据中心，挖掘上亿网民的行为数据-对现有系统的不足进行分析，找到系统和产品的瓶颈，打造具有商品检索特色的检索系统【职位要求】-计算机或相关专业硕士以上学历 -熟悉C/C++语言编程，有高并发开发经验，通过技术驱动变现价值-熟悉网络编程、多线程编程技术，有大规模系统开发和设计经验-优秀的分析和解决问题的能力，对挑战性问题充满激情-良好的团队合作精神，较强的沟通能力,15k-30k,已上市
891,商业分析,泛为科技,100-499人,上海 浦东新区 张江,本科,3-5年,广告数据产品经理,工作职责:- 推进数据在Fancy数字营销中的应用- 研究市场，寻找商业机会，独立提出项目或方案- 协调部门和业务方持续改善数据产品功能，提高决策效率- 基于业务模型整合数据管理平台功能需求并跟进开发 职责要求:- 2年以上一线互联网公司产品管理、设计经验，有数据产品或营销产品经验优先- 熟练使用Axure等产品设计工具- 熟悉营销生态、程序化购买、DMP平台者优先- 计算机、数学、广告相关专业毕业优先- 具有商业职能、数据分析系统和后台设计相关经验者优先,15k-30k,不需要融资
892,商业分析,百度,10000人以上,上海  ,硕士,经验不限,机器学习/数据挖掘工程师/高级工程师（搜索）,【工作职责】-构建商品知识图谱，基于知识图谱设计并实现离线和在线匹配和触发系统-基于大规模用户行为，以效果为目标，建立触发优选基础算法和策略 -应用机器学习等尖端技术，针对海量信息建模，挖掘潜在商业价值 -负责在线广告投放系统的核心技术创新与优化 -提高在线广告的相关度、用户体验、投放效果及变现能力【职位要求】-计算机或相关专业硕士以上学历 -良好的逻辑思维能力，和数据敏感度，能能够从海量数据中发现有价值的规律 -优秀的分析和解决问题的能力，对挑战性问题充满激情 -良好的团队合作精神，较强的沟通能力 -熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解 -具备以下能力之一 -具备自然语言处理、信息过滤、主题提取、分类聚类、个性化用户建模、文本挖掘等相关领域知识 -熟悉大规模数据挖掘、机器学习、分布式计算等相关技术，热爱学习,20k-40k,已上市
